Palanzano,0.004657,0.898154,0.000738,0.000134,0.000605,0.006015,0.004771,0.014051,0.156277,0.005056,0.004322,0.23601,0.218354,0.041791,0.04879,0.080327,0.014224,0.066883,0.068493,cluster2
'Pellegrino Parmense',0.003388,0.626794,0.00123,0.000223,0.002965,0.004864,0.00223,0.007078,0.10501,0.008291,0.054883,0.074818,0.19462,0.047015,0.056327,0.065124,0.014842,0.113636,0.027397,cluster2
Roccabianca,0.025355,0.289815,0.013203,0.0432,0.047635,0.130033,0.127705,0.128325,0.14783,0.000809,0.005618,0.147202,0.086234,0.035821,0.045617,0.075335,0.010513,0.070779,0.068493,cluster0
'Sala Baganza',0.064861,0.624744,0.002132,0.001026,0.013628,0.011513,0.005602,0.016464,0.09365,0.056218,0.044512,0.11983,0.10443,0.032463,0.043237,0.092807,0.063698,0.049351,0.004566,cluster1
'Salsomaggiore Terme',0.086183,0.617225,0.043136,0.009143,0.121391,0.027173,0.014169,0.027871,0.34416,0.177149,0.221694,0.264599,0.386076,0.227985,0.291948,0.319719,0.53556,0.319481,0.123288,cluster5
'San Secondo Parmense',0.05329,0.408749,0.085944,0.082,0.078677,0.098726,0.120881,0.157723,0.132246,0.024469,0.148228,0.111922,0.056962,0.056716,0.107894,0.094849,0.029066,0.083766,0.013699,cluster0
Solignano,0.007573,0.723855,0.004674,0.002111,0.003384,0.016346,0.014242,0.040161,0.082872,0.003236,0.097234,0.122263,0.131329,0.034701,0.024197,0.058997,0.018553,0.090909,0.118721,cluster2
Soragna,0.037358,0.486671,0.061096,0.072412,0.075588,0.145604,0.145535,0.133928,0.163268,0.015976,0.024201,0.304136,0.098101,0.027985,0.046807,0.067166,0.024737,0.133766,0.242009,cluster4
Sorbolo,0.086649,0.401914,0.087584,0.142713,0.133498,0.112312,0.126183,0.160187,0.081124,0.18726,0.005618,0.061436,0.155854,0.106343,0.115827,0.168822,0.174397,0.221429,0.127854,cluster4
Terenzo,0.004809,0.698565,0.001394,0.000268,0.00031,0.005748,0.005219,0.015591,0.031605,0.014762,0.240277,0.143552,0.136867,0.021269,0.028957,0.04629,0.016079,0.197403,0.114155,cluster2
'Tizzano Val Parma',0.008444,0.748462,0.000902,0.000297,0.001071,0.006936,0.00589,0.017615,0.196038,0.052578,0.092913,0.309002,0.186709,0.085448,0.126537,0.153165,0.04329,0.148701,0.30137,cluster2
Tornolo,0.004001,0.884484,0.002542,0.000461,0.000512,0.004657,0.004105,0.01137,0.151908,0.008291,0.027226,0.107664,0.193038,0.089925,0.08568,0.076469,0.014842,0.244805,0.13242,cluster2
Torrile,0.074422,0.347915,0.013203,0.110781,0.115757,0.119318,0.119123,0.044491,0.064958,0.090192,0.063526,0.046837,0.034019,0.028358,0.06307,0.102791,0.054422,0.14026,0.136986,cluster0
Traversetolo,0.061211,0.630895,0.028785,0.006154,0.018408,0.036023,0.023318,0.066204,0.15686,0.147219,0.140882,0.190998,0.210443,0.072015,0.137247,0.193556,0.115028,0.136364,0.105023,cluster1
Valmozzola,0.001592,0.90499,0.000574,0.000104,0.000109,0.004286,0.004165,0.01277,0.07559,0,0.004754,0.059002,0.025316,0.019403,0.018247,0.035852,0.008658,0.062338,0.009132,cluster2
'Varano de  Melegari',0.013455,0.637047,0.009349,0.002572,0.004781,0.023134,0.021473,0.060306,0.087241,0.026896,0.085134,0.169708,0.073576,0.032836,0.037683,0.116179,0.058751,0.042857,0.105023,cluster1
Varsi,0.004301,0.812714,0.001148,0.000223,0.000233,0.006496,0.006302,0.019204,0.17259,0.002022,0.006482,0.153285,0.212816,0.077239,0.06783,0.096891,0.034632,0.12013,0.232877,cluster2
'Sissa Trecasali',0.037797,0.423787,0.064376,0.118779,0.12403,0.233701,0.233227,0.278462,0.269589,0.062083,0.016422,0.244526,0.260285,0.117164,0.109877,0.101203,0.022882,0.250649,0.383562,cluster4
'Polesine Zibello',0.022602,0.250171,0.053469,0.049682,0.051965,0.155889,0.155591,0.290798,0.160647,0.001011,0.051858,0.135036,0.227057,0.095522,0.077747,0.084638,0.012987,0.150649,0.200913,cluster4
Albinea,0.071503,0.660287,0.005659,0.099468,0.000605,0.002917,0.063052,0.014326,0.217448,0.025076,0.103717,0.178832,0.072785,0.022388,0.117414,0.199229,0.042672,0.062338,0.03653,cluster1
'Bagnolo in Piano',0.129575,0.592618,0.015335,0.139531,0.003803,0.020779,0.086437,0.030516,0.178707,0.045501,0.031979,0.033455,0.049842,0.050746,0.123364,0.120944,0.062461,0.124675,0.141553,cluster1
Baiso,0.014453,0.645933,0.003362,0.000684,0.001661,0.008033,0.006316,0.01813,0.106321,0.020425,0.086863,0.099148,0.079905,0.043657,0.044823,0.083277,0.038343,0.076623,0.009132,cluster2
Bibbiano,0.130168,0.630895,0,0.148139,0,0.000039,0.090361,0.000106,0.20099,0.053387,0.188418,0.195255,0.133703,0.077612,0.156287,0.198775,0.069882,0.12987,0.041096,cluster1
Boretto,0.105431,0.189337,0.020912,0.076485,0.081688,0.058154,0.057685,0.051669,0.131955,0.006269,0.124892,0.102798,0.121044,0.053358,0.06783,0.08963,0.022882,0.072727,0.063927,cluster0
Brescello,0.082975,0.25974,0.008857,0.080826,0.086081,0.077256,0.076825,0.059295,0.108214,0.000607,0.27917,0.062652,0.299051,0.118284,0.065054,0.038802,0.00804,0.15974,0.30137,cluster4
'Cadelbosco di Sopra',0.087407,0.5311,0.037641,0.154739,0.156143,0.130476,0.139881,0.086597,0.160501,0.011931,0.205272,0.136253,0.106013,0.05709,0.094407,0.115952,0.035869,0.255844,0.415525,cluster4
'Campagnola Emilia',0.08233,0.54067,0.009349,0.081658,0.062395,0.044426,0.078223,0.032881,0.099767,0.062285,0.028954,0.088808,0.077532,0.033955,0.076954,0.08963,0.024737,0.042208,0.082192,cluster0
Campegine,0.080591,0.475735,0.032065,0.076024,0.012277,0.026562,0.072589,0.053347,0.122196,0.008291,0.027226,0.045012,0.087816,0.017537,0.042047,0.067847,0.017316,0.069481,0.041096,cluster0
Carpineti,0.015019,0.656186,0.001148,0.000253,0.000745,0.005254,0.003968,0.010885,0.190213,0.008493,0.189283,0.120438,0.093354,0.060448,0.064657,0.192421,0.090909,0.138312,0.091324,cluster2
Casalgrande,0.183055,0.673958,0.01632,0.266159,0.009685,0.01479,0.102045,0.014527,0.228372,0.089585,0.264045,0.111922,0.162184,0.099627,0.220151,0.233038,0.181818,0.211688,0.214612,cluster5
Casina,0.024272,0.636364,0.003444,0.001531,0.001614,0.002095,0.002074,0.002448,0.202447,0.033771,0.162921,0.132603,0.111551,0.088433,0.12138,0.232358,0.114409,0.262338,0.43379,cluster2
